age,workclass,education,marital-status,occupation,race,sex,weekly_worked_hours,native-country,gross_income,capital_gains/loss
49, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,44, United-States, >50K,-1848
45, Private, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,-1902
41, Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,-1980
39, Private, HS-grad, Never-married, Craft-repair, White, Male,42, United-States, >50K,-2258
32, Private, Preschool, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female,40, Cambodia, <=50K,4508
42, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,5178
25, Private, Bachelors, Never-married, Prof-specialty, White, Male,30, United-States, <=50K,3674
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,-1887
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,42, United-States, >50K,7298
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7688
47, Other, HS-grad, Married-civ-spouse, Other, White, Male,30, Canada, >50K,5178
46, Private, Masters, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,-1977
51, Private, HS-grad, Divorced, Adm-clerical, White, Female,24, United-States, >50K,4787
33, Private, Bachelors, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K,-2001
37, Private, HS-grad, Never-married, Tech-support, White, Female,35, United-States, >50K,14084
66, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,20, United-States, <=50K,2936
70, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K,10566
27, Local-gov, Some-college, Never-married, Protective-serv, White, Male,40, United-States, >50K,-2231
66, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male,10, United-States, >50K,-1825
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, >50K,-1902
30, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-2051
54, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, India, >50K,7298
25, Private, Assoc-acdm, Never-married, Tech-support, White, Female,30, United-States, <=50K,-2001
38, Private, Bachelors, Divorced, Adm-clerical, Asian-Pac-Islander, Female,40, Philippines, <=50K,-213
59, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, White, Female,40, United-States, <=50K,6849
51, Private, 11th, Married-civ-spouse, Sales, White, Male,30, United-States, >50K,4386
75, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, <=50K,-1735
65, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,3818
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1887
41, State-gov, Bachelors, Never-married, Protective-serv, Black, Male,40, Puerto-Rico, <=50K,-1590
37, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, White, Male,40, United-States, >50K,27828
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7298
32, Private, Some-college, Married-civ-spouse, Sales, White, Male,47, United-States, <=50K,-1740
44, Self-emp-inc, Some-college, Never-married, Exec-managerial, Black, Male,45, United-States, <=50K,2202
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, >50K,7298
48, Private, 10th, Divorced, Machine-op-inspct, White, Female,32, United-States, <=50K,-1594
34, Private, Prof-school, Never-married, Tech-support, Asian-Pac-Islander, Male,40, India, >50K,-1564
59, Local-gov, HS-grad, Widowed, Other-service, White, Female,19, United-States, <=50K,-1504
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, >50K,7298
25, Private, Masters, Never-married, Prof-specialty, White, Female,37, United-States, <=50K,4650
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1902
38, Private, Bachelors, Divorced, Sales, White, Female,40, United-States, <=50K,1151
33, Private, Assoc-acdm, Divorced, Adm-clerical, White, Female,40, United-States, <=50K,-880
23, Private, 11th, Married-civ-spouse, Transport-moving, White, Male,25, United-States, <=50K,4508
69, Private, 9th, Never-married, Craft-repair, White, Male,40, United-States, <=50K,2993
43, Private, Prof-school, Married-spouse-absent, Prof-specialty, White, Male,40, United-States, >50K,99999
30, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,-2057
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,42, United-States, <=50K,-1579
41, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K,2829
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States, >50K,7688
43, Private, Masters, Divorced, Exec-managerial, White, Female,40, United-States, >50K,-2547
27, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,-1887
41, Other, Assoc-voc, Married-civ-spouse, Other, White, Male,12, United-States, >50K,-2415
71, Other, HS-grad, Married-civ-spouse, Other, White, Male,15, United-States, <=50K,-2489
51, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7298
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female,20, United-States, <=50K,-2377
40, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,5178
54, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, Vietnam, <=50K,5013
40, Private, 5th-6th, Married-civ-spouse, Other-service, Other, Male,40, Mexico, <=50K,4064
23, Private, Some-college, Never-married, Sales, White, Female,40, United-States, <=50K,-1974
47, Local-gov, 11th, Married-civ-spouse, Transport-moving, White, Male,40, El-Salvador, <=50K,3411
49, Private, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K,-1669
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,48, United-States, <=50K,3464
28, Federal-gov, Some-college, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K,3887
67, Self-emp-inc, HS-grad, Widowed, Exec-managerial, White, Female,40, United-States, >50K,15831
26, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7688
20, Private, HS-grad, Never-married, Other-service, White, Male,40, United-States, <=50K,-2001
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States, >50K,-1902
61, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male,36, United-States, >50K,7688
19, Private, HS-grad, Never-married, Other-service, White, Female,40, United-States, <=50K,-1719
90, Other, HS-grad, Widowed, Other, White, Male,4, United-States, <=50K,401
47, Private, HS-grad, Divorced, Adm-clerical, White, Female,35, United-States, <=50K,-1504
37, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1902
37, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, Philippines, >50K,7298
35, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1977
78, Other, HS-grad, Widowed, Other, White, Female,20, United-States, <=50K,1086
31, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1579
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,35, United-States, >50K,4386
41, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,44, United-States, >50K,-1485
33, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K,-1092
36, State-gov, Masters, Divorced, Prof-specialty, White, Male,30, United-States, <=50K,5455
59, State-gov, Doctorate, Divorced, Prof-specialty, White, Male,45, United-States, >50K,25236
49, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7298
31, Private, HS-grad, Never-married, Exec-managerial, White, Male,40, United-States, <=50K,3325
26, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K,5721
47, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,7298
34, Private, HS-grad, Separated, Adm-clerical, White, Female,35, United-States, <=50K,7443
34, Private, HS-grad, Divorced, Other-service, White, Female,45, United-States, <=50K,-3770
34, Private, HS-grad, Never-married, Craft-repair, White, Male,30, United-States, <=50K,2036
57, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1977
44, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1902
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,40, Ireland, >50K,-1887
25, Private, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K,3137
24, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K,-1590
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,7298
33, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female,35, United-States, >50K,7688
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K,99999
20, Private, Some-college, Never-married, Prof-specialty, White, Female,12, United-States, <=50K,2176
46, Private, 12th, Married-civ-spouse, Craft-repair, White, Male,40, Other, >50K,7298
46, Private, Masters, Married-civ-spouse, Prof-specialty, White, Female,35, United-States, >50K,7688
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,5178
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1902
46, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1977
54, Private, Bachelors, Divorced, Sales, White, Female,38, United-States, <=50K,-1408
55, State-gov, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K,-1617
39, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,99999
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,4386
43, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,38, United-States, <=50K,4064
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male,48, United-States, <=50K,-1579
39, Private, HS-grad, Married-civ-spouse, Sales, White, Male,46, United-States, >50K,-1887
72, Private, HS-grad, Widowed, Adm-clerical, White, Female,40, United-States, <=50K,6360
69, Private, HS-grad, Widowed, Adm-clerical, White, Female,12, United-States, <=50K,1848
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,20, United-States, >50K,-1887
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,43, United-States, >50K,3103
53, Private, HS-grad, Separated, Adm-clerical, White, Female,38, United-States, <=50K,-1876
39, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, White, Male,12, United-States, >50K,-1564
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,-2246
52, State-gov, Masters, Married-civ-spouse, Prof-specialty, Black, Female,40, United-States, >50K,-1848
47, Private, HS-grad, Divorced, Exec-managerial, White, Female,40, United-States, <=50K,-1974
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K,4386
52, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1977
33, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
58, Private, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K,2174
21, Private, Assoc-voc, Never-married, Farming-fishing, White, Female,30, United-States, <=50K,-1602
55, Private, Some-college, Married-civ-spouse, Craft-repair, Black, Male,40, Puerto-Rico, >50K,7688
36, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7298
53, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7298
38, State-gov, HS-grad, Divorced, Other-service, White, Female,20, United-States, <=50K,2036
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K,7688
61, Private, 7th-8th, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K,-1651
32, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,-1902
50, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1902
39, Local-gov, 12th, Married-civ-spouse, Transport-moving, White, Male,40, Nicaragua, >50K,-1848
22, Private, HS-grad, Married-spouse-absent, Sales, White, Male,40, United-States, <=50K,-1719
30, Private, Some-college, Divorced, Prof-specialty, White, Female,40, England, <=50K,6849
55, Other, HS-grad, Married-civ-spouse, Other, White, Female,40, United-States, <=50K,2885
59, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1887
50, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, White, Male,45, United-States, <=50K,4416
23, Private, HS-grad, Never-married, Adm-clerical, Black, Male,40, United-States, <=50K,-2001
42, Private, Masters, Divorced, Prof-specialty, White, Female,16, United-States, <=50K,2354
56, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Female,45, United-States, <=50K,5013
36, Private, Masters, Never-married, Exec-managerial, White, Female,40, United-States, >50K,14084
31, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male,40, Other, <=50K,4064
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,-1628
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,16, United-States, <=50K,3781
33, Private, Some-college, Never-married, Craft-repair, Black, Male,40, United-States, >50K,8614
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States, >50K,5178
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,38, United-States, >50K,7688
65, Private, Some-college, Widowed, Prof-specialty, White, Female,20, Hungary, <=50K,1848
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female,35, United-States, >50K,99999
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,99999
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Female,30, United-States, >50K,-1977
